# tform	zone_origin	zone_final
6.820000e+00	29	29
6.830000e+00	0	0
6.830000e+00	1	1
6.830000e+00	2	2
6.830000e+00	3	3
6.830000e+00	4	5
6.830000e+00	5	5
6.830000e+00	6	7
6.830000e+00	7	8
6.830000e+00	8	8
6.830000e+00	9	9
6.830000e+00	10	9
6.830000e+00	11	10
6.830000e+00	12	10
6.830000e+00	13	11
6.830000e+00	14	13
6.830000e+00	15	13
6.830000e+00	16	16
6.830000e+00	17	17
6.830000e+00	18	18
6.830000e+00	19	19
6.830000e+00	20	20
6.830000e+00	21	21
6.830000e+00	22	22
6.830000e+00	23	23
6.830000e+00	24	24
6.830000e+00	25	25
6.830000e+00	26	26
6.830000e+00	27	27
6.830000e+00	28	28
6.830000e+00	29	29
6.840000e+00	0	0
6.840000e+00	1	1
6.840000e+00	2	2
6.840000e+00	3	3
6.840000e+00	4	5
6.840000e+00	5	5
6.840000e+00	6	7
6.840000e+00	7	8
6.840000e+00	8	8
6.840000e+00	9	9
6.840000e+00	10	9
6.840000e+00	11	10
6.840000e+00	12	10
6.840000e+00	13	11
6.840000e+00	14	13
6.840000e+00	15	13
6.840000e+00	16	16
6.840000e+00	17	17
6.840000e+00	18	18
6.840000e+00	19	19
6.840000e+00	20	20
6.840000e+00	21	21
6.840000e+00	22	22
6.840000e+00	23	23
6.840000e+00	24	24
6.840000e+00	25	25
6.840000e+00	26	26
6.840000e+00	27	27
6.840000e+00	28	28
6.840000e+00	29	29
6.850000e+00	0	0
6.850000e+00	1	1
6.850000e+00	2	2
6.850000e+00	3	3
6.850000e+00	4	5
6.850000e+00	5	5
6.850000e+00	6	7
6.850000e+00	7	8
6.850000e+00	8	8
6.850000e+00	9	9
6.850000e+00	10	9
6.850000e+00	11	10
6.850000e+00	12	10
6.850000e+00	13	11
6.850000e+00	14	13
6.850000e+00	15	13
6.850000e+00	16	16
6.850000e+00	17	17
6.850000e+00	18	18
6.850000e+00	19	19
6.850000e+00	20	20
6.850000e+00	21	21
6.850000e+00	22	22
6.850000e+00	23	23
6.850000e+00	24	24
6.850000e+00	25	25
6.850000e+00	26	26
6.850000e+00	27	27
6.850000e+00	28	28
6.850000e+00	29	29
6.860000e+00	0	0
6.860000e+00	1	1
6.860000e+00	2	2
6.860000e+00	3	3
6.860000e+00	4	5
6.860000e+00	5	5
6.860000e+00	6	7
6.860000e+00	7	8
6.860000e+00	8	8
6.860000e+00	9	9
6.860000e+00	10	9
6.860000e+00	11	10
6.860000e+00	12	10
6.860000e+00	13	11
6.860000e+00	14	13
6.860000e+00	15	13
6.860000e+00	16	16
6.860000e+00	17	17
6.860000e+00	18	18
6.860000e+00	19	19
6.860000e+00	20	20
6.860000e+00	21	21
6.860000e+00	22	22
6.860000e+00	23	23
6.860000e+00	24	24
6.860000e+00	25	25
6.860000e+00	26	26
6.860000e+00	27	27
6.860000e+00	28	28
6.860000e+00	29	29
6.870000e+00	0	0
6.870000e+00	1	1
6.870000e+00	2	2
6.870000e+00	3	3
6.870000e+00	4	5
6.870000e+00	5	5
6.870000e+00	6	7
6.870000e+00	7	8
6.870000e+00	8	8
6.870000e+00	9	9
6.870000e+00	10	9
6.870000e+00	11	10
6.870000e+00	12	10
6.870000e+00	13	11
6.870000e+00	14	13
6.870000e+00	15	13
6.870000e+00	16	16
6.870000e+00	17	17
6.870000e+00	18	18
6.870000e+00	19	19
6.870000e+00	20	20
6.870000e+00	21	21
6.870000e+00	22	22
6.870000e+00	23	23
6.870000e+00	24	24
6.870000e+00	25	25
6.870000e+00	26	26
6.870000e+00	27	27
6.870000e+00	28	28
6.870000e+00	29	29
6.880000e+00	0	0
6.880000e+00	1	1
6.880000e+00	2	2
6.880000e+00	3	3
6.880000e+00	4	5
6.880000e+00	5	5
6.880000e+00	6	7
6.880000e+00	7	8
6.880000e+00	8	8
6.880000e+00	9	9
6.880000e+00	10	9
6.880000e+00	11	10
6.880000e+00	12	10
6.880000e+00	13	11
6.880000e+00	14	13
6.880000e+00	15	13
6.880000e+00	16	16
6.880000e+00	17	17
6.880000e+00	18	18
6.880000e+00	19	19
6.880000e+00	20	20
6.880000e+00	21	21
6.880000e+00	22	22
6.880000e+00	23	23
6.880000e+00	24	24
6.880000e+00	25	25
6.880000e+00	26	26
6.880000e+00	27	27
6.880000e+00	28	28
6.880000e+00	29	29
6.890000e+00	0	0
6.890000e+00	1	1
6.890000e+00	2	2
6.890000e+00	3	3
6.890000e+00	4	5
6.890000e+00	5	5
6.890000e+00	6	7
6.890000e+00	7	8
6.890000e+00	8	8
6.890000e+00	9	9
6.890000e+00	10	9
6.890000e+00	11	10
6.890000e+00	12	10
6.890000e+00	13	11
6.890000e+00	14	13
6.890000e+00	15	13
6.890000e+00	16	16
6.890000e+00	17	17
6.890000e+00	18	18
6.890000e+00	19	19
6.890000e+00	20	20
6.890000e+00	21	21
6.890000e+00	22	22
6.890000e+00	23	23
6.890000e+00	24	24
6.890000e+00	25	25
6.890000e+00	26	26
6.890000e+00	27	27
6.890000e+00	28	28
6.890000e+00	29	29
6.900000e+00	0	0
6.900000e+00	1	1
6.900000e+00	2	2
6.900000e+00	3	3
6.900000e+00	4	5
6.900000e+00	5	5
6.900000e+00	6	7
6.900000e+00	7	8
6.900000e+00	8	8
6.900000e+00	9	9
6.900000e+00	10	9
6.900000e+00	11	10
6.900000e+00	12	10
6.900000e+00	13	11
6.900000e+00	14	13
6.900000e+00	15	13
6.900000e+00	16	16
6.900000e+00	17	17
6.900000e+00	18	18
6.900000e+00	19	19
6.900000e+00	20	20
6.900000e+00	21	21
6.900000e+00	22	22
6.900000e+00	23	23
6.900000e+00	24	24
6.900000e+00	25	25
6.900000e+00	26	26
6.900000e+00	27	27
6.900000e+00	28	28
6.900000e+00	29	29
6.910000e+00	0	0
6.910000e+00	1	1
6.910000e+00	2	2
6.910000e+00	3	4
6.910000e+00	4	4
6.910000e+00	5	6
6.910000e+00	6	7
6.910000e+00	7	8
6.910000e+00	8	9
6.910000e+00	9	9
6.910000e+00	10	9
6.910000e+00	11	10
6.910000e+00	12	11
6.910000e+00	13	11
6.910000e+00	14	13
6.910000e+00	15	13
6.910000e+00	16	16
6.910000e+00	17	17
6.910000e+00	18	18
6.910000e+00	19	19
6.910000e+00	20	20
6.910000e+00	21	21
6.910000e+00	22	22
6.910000e+00	23	23
6.910000e+00	24	24
6.910000e+00	25	25
6.910000e+00	26	26
6.910000e+00	27	27
6.910000e+00	28	28
6.910000e+00	29	29
6.920000e+00	0	0
6.920000e+00	1	1
6.920000e+00	2	2
6.920000e+00	3	4
6.920000e+00	4	4
6.920000e+00	5	6
6.920000e+00	6	7
6.920000e+00	7	8
6.920000e+00	8	9
6.920000e+00	9	9
6.920000e+00	10	9
6.920000e+00	11	10
6.920000e+00	12	11
6.920000e+00	13	11
6.920000e+00	14	13
6.920000e+00	15	13
6.920000e+00	16	16
6.920000e+00	17	17
6.920000e+00	18	18
6.920000e+00	19	19
6.920000e+00	20	20
6.920000e+00	21	21
6.920000e+00	22	22
6.920000e+00	23	23
6.920000e+00	24	24
6.920000e+00	25	25
6.920000e+00	26	26
6.920000e+00	27	27
6.920000e+00	28	28
6.920000e+00	29	29
6.930000e+00	0	0
6.930000e+00	1	1
6.930000e+00	2	2
6.930000e+00	3	4
6.930000e+00	4	4
6.930000e+00	5	6
6.930000e+00	6	7
6.930000e+00	7	8
6.930000e+00	8	9
6.930000e+00	9	9
6.930000e+00	10	9
6.930000e+00	11	10
6.930000e+00	12	11
6.930000e+00	13	11
6.930000e+00	14	13
6.930000e+00	15	13
6.930000e+00	16	16
6.930000e+00	17	17
6.930000e+00	18	18
6.930000e+00	19	19
6.930000e+00	20	20
6.930000e+00	21	21
6.930000e+00	22	22
6.930000e+00	23	23
6.930000e+00	24	24
6.930000e+00	25	25
6.930000e+00	26	26
6.930000e+00	27	27
6.930000e+00	28	28
6.930000e+00	29	29
6.940000e+00	0	0
6.940000e+00	1	1
6.940000e+00	2	2
6.940000e+00	3	4
6.940000e+00	4	4
6.940000e+00	5	6
6.940000e+00	6	7
6.940000e+00	7	8
6.940000e+00	8	9
6.940000e+00	9	9
6.940000e+00	10	9
6.940000e+00	11	10
6.940000e+00	12	11
6.940000e+00	13	11
6.940000e+00	14	13
6.940000e+00	15	13
6.940000e+00	16	16
6.940000e+00	17	17
6.940000e+00	18	18
6.940000e+00	19	19
6.940000e+00	20	20
6.940000e+00	21	21
6.940000e+00	22	22
6.940000e+00	23	23
6.940000e+00	24	24
6.940000e+00	25	25
6.940000e+00	26	26
6.940000e+00	27	27
6.940000e+00	28	28
6.940000e+00	29	29
6.950000e+00	0	0
6.950000e+00	1	1
6.950000e+00	2	2
6.950000e+00	3	4
6.950000e+00	4	4
6.950000e+00	5	6
6.950000e+00	6	7
6.950000e+00	7	8
6.950000e+00	8	9
6.950000e+00	9	9
6.950000e+00	10	9
6.950000e+00	11	10
6.950000e+00	12	11
6.950000e+00	13	11
6.950000e+00	14	13
6.950000e+00	15	13
6.950000e+00	16	16
6.950000e+00	17	17
6.950000e+00	18	18
6.950000e+00	19	19
6.950000e+00	20	20
6.950000e+00	21	21
6.950000e+00	22	22
6.950000e+00	23	23
6.950000e+00	24	24
6.950000e+00	25	25
6.950000e+00	26	26
6.950000e+00	27	27
6.950000e+00	28	28
6.950000e+00	29	29
6.960000e+00	0	0
6.960000e+00	1	1
6.960000e+00	2	2
6.960000e+00	3	4
6.960000e+00	4	4
6.960000e+00	5	6
6.960000e+00	6	7
6.960000e+00	7	8
6.960000e+00	8	9
6.960000e+00	9	9
6.960000e+00	10	9
6.960000e+00	11	10
6.960000e+00	12	11
6.960000e+00	13	11
6.960000e+00	14	13
6.960000e+00	15	13
6.960000e+00	16	16
6.960000e+00	17	17
6.960000e+00	18	18
6.960000e+00	19	19
6.960000e+00	20	20
6.960000e+00	21	21
6.960000e+00	22	22
6.960000e+00	23	23
6.960000e+00	24	24
6.960000e+00	25	25
6.960000e+00	26	26
6.960000e+00	27	27
6.960000e+00	28	28
6.960000e+00	29	29
6.970000e+00	0	0
6.970000e+00	1	1
6.970000e+00	2	2
6.970000e+00	3	4
6.970000e+00	4	4
6.970000e+00	5	6
6.970000e+00	6	7
6.970000e+00	7	8
6.970000e+00	8	9
6.970000e+00	9	9
6.970000e+00	10	9
6.970000e+00	11	10
6.970000e+00	12	11
6.970000e+00	13	11
6.970000e+00	14	13
6.970000e+00	15	13
6.970000e+00	16	16
6.970000e+00	17	17
6.970000e+00	18	18
6.970000e+00	19	19
6.970000e+00	20	20
6.970000e+00	21	21
6.970000e+00	22	22
6.970000e+00	23	23
6.970000e+00	24	24
6.970000e+00	25	25
6.970000e+00	26	26
6.970000e+00	27	27
6.970000e+00	28	28
6.970000e+00	29	29
6.980000e+00	0	0
6.980000e+00	1	1
6.980000e+00	2	2
6.980000e+00	3	4
6.980000e+00	4	4
6.980000e+00	5	6
6.980000e+00	6	7
6.980000e+00	7	8
6.980000e+00	8	9
6.980000e+00	9	9
6.980000e+00	10	9
6.980000e+00	11	10
6.980000e+00	12	11
6.980000e+00	13	11
6.980000e+00	14	13
6.980000e+00	15	13
6.980000e+00	16	16
6.980000e+00	17	17
6.980000e+00	18	18
6.980000e+00	19	19
6.980000e+00	20	20
6.980000e+00	21	21
6.980000e+00	22	22
6.980000e+00	23	23
6.980000e+00	24	24
6.980000e+00	25	25
6.980000e+00	26	26
6.980000e+00	27	27
6.980000e+00	28	28
6.980000e+00	29	29
6.990000e+00	0	0
6.990000e+00	1	1
6.990000e+00	2	2
6.990000e+00	3	4
6.990000e+00	4	4
6.990000e+00	5	6
6.990000e+00	6	7
6.990000e+00	7	8
6.990000e+00	8	9
6.990000e+00	9	9
6.990000e+00	10	9
6.990000e+00	11	10
6.990000e+00	12	11
6.990000e+00	13	11
6.990000e+00	14	13
6.990000e+00	15	13
6.990000e+00	16	16
6.990000e+00	17	17
6.990000e+00	18	18
6.990000e+00	19	19
6.990000e+00	20	20
6.990000e+00	21	21
6.990000e+00	22	22
6.990000e+00	23	23
6.990000e+00	24	24
6.990000e+00	25	25
6.990000e+00	26	26
6.990000e+00	27	27
6.990000e+00	28	28
6.990000e+00	29	29
7.000000e+00	0	0
7.000000e+00	1	1
7.000000e+00	2	2
7.000000e+00	3	4
7.000000e+00	4	4
7.000000e+00	5	6
7.000000e+00	6	7
7.000000e+00	7	8
7.000000e+00	8	9
7.000000e+00	9	9
7.000000e+00	10	9
7.000000e+00	11	10
7.000000e+00	12	11
7.000000e+00	13	11
7.000000e+00	14	13
7.000000e+00	15	13
7.000000e+00	16	16
7.000000e+00	17	17
7.000000e+00	18	18
7.000000e+00	19	19
7.000000e+00	20	20
7.000000e+00	21	21
7.000000e+00	22	22
7.000000e+00	23	23
7.000000e+00	24	24
7.000000e+00	25	25
7.000000e+00	26	26
7.000000e+00	27	27
7.000000e+00	28	28
7.000000e+00	29	29
7.010000e+00	0	0
7.010000e+00	1	1
7.010000e+00	2	2
7.010000e+00	3	4
7.010000e+00	4	4
7.010000e+00	5	6
7.010000e+00	6	7
7.010000e+00	7	8
7.010000e+00	8	9
7.010000e+00	9	9
7.010000e+00	10	9
7.010000e+00	11	10
7.010000e+00	12	11
7.010000e+00	13	11
7.010000e+00	14	13
7.010000e+00	15	13
7.010000e+00	16	16
7.010000e+00	17	17
7.010000e+00	18	18
7.010000e+00	19	19
7.010000e+00	20	20
7.010000e+00	21	21
7.010000e+00	22	22
7.010000e+00	23	23
7.010000e+00	24	24
7.010000e+00	25	25
7.010000e+00	26	26
7.010000e+00	27	27
7.010000e+00	28	28
7.010000e+00	29	29
7.020000e+00	0	0
7.020000e+00	1	1
7.020000e+00	2	2
7.020000e+00	3	4
7.020000e+00	4	4
7.020000e+00	5	6
7.020000e+00	6	7
7.020000e+00	7	8
7.020000e+00	8	9
7.020000e+00	9	9
7.020000e+00	10	9
7.020000e+00	11	10
7.020000e+00	12	11
7.020000e+00	13	11
7.020000e+00	14	13
7.020000e+00	15	13
7.020000e+00	16	16
7.020000e+00	17	17
7.020000e+00	18	18
7.020000e+00	19	19
7.020000e+00	20	20
7.020000e+00	21	21
7.020000e+00	22	22
7.020000e+00	23	23
7.020000e+00	24	24
7.020000e+00	25	25
7.020000e+00	26	26
7.020000e+00	27	27
7.020000e+00	28	28
7.020000e+00	29	29
7.030000e+00	0	0
7.030000e+00	1	1
7.030000e+00	2	2
7.030000e+00	3	4
7.030000e+00	4	4
7.030000e+00	5	6
7.030000e+00	6	7
7.030000e+00	7	8
7.030000e+00	8	9
7.030000e+00	9	9
7.030000e+00	10	9
7.030000e+00	11	10
7.030000e+00	12	11
7.030000e+00	13	11
7.030000e+00	14	13
7.030000e+00	15	13
7.030000e+00	16	16
7.030000e+00	17	17
7.030000e+00	18	18
7.030000e+00	19	19
7.030000e+00	20	20
7.030000e+00	21	21
7.030000e+00	22	22
7.030000e+00	23	23
7.030000e+00	24	24
7.030000e+00	25	25
7.030000e+00	26	26
7.030000e+00	27	27
7.030000e+00	28	28
7.030000e+00	29	29
7.040000e+00	0	0
7.040000e+00	1	1
7.040000e+00	2	2
7.040000e+00	3	4
7.040000e+00	4	4
7.040000e+00	5	6
7.040000e+00	6	7
7.040000e+00	7	8
7.040000e+00	8	9
7.040000e+00	9	9
7.040000e+00	10	9
7.040000e+00	11	10
7.040000e+00	12	11
7.040000e+00	13	11
7.040000e+00	14	13
7.040000e+00	15	13
7.040000e+00	16	16
7.040000e+00	17	17
7.040000e+00	18	18
7.040000e+00	19	19
7.040000e+00	20	20
7.040000e+00	21	21
7.040000e+00	22	22
7.040000e+00	23	23
7.040000e+00	24	24
7.040000e+00	25	25
7.040000e+00	26	26
7.040000e+00	27	27
7.040000e+00	28	28
7.040000e+00	29	29
7.050000e+00	0	0
7.050000e+00	1	1
7.050000e+00	2	2
7.050000e+00	3	4
7.050000e+00	4	4
7.050000e+00	5	6
7.050000e+00	6	7
7.050000e+00	7	8
7.050000e+00	8	9
7.050000e+00	9	9
7.050000e+00	10	9
7.050000e+00	11	10
7.050000e+00	12	11
7.050000e+00	13	11
7.050000e+00	14	13
7.050000e+00	15	13
7.050000e+00	16	16
7.050000e+00	17	17
7.050000e+00	18	18
7.050000e+00	19	19
7.050000e+00	20	20
7.050000e+00	21	21
7.050000e+00	22	22
7.050000e+00	23	23
7.050000e+00	24	24
7.050000e+00	25	25
7.050000e+00	26	26
7.050000e+00	27	27
7.050000e+00	28	28
7.050000e+00	29	29
7.060000e+00	0	0
7.060000e+00	1	1
7.060000e+00	2	2
7.060000e+00	3	4
7.060000e+00	4	4
7.060000e+00	5	6
7.060000e+00	6	7
7.060000e+00	7	8
7.060000e+00	8	9
7.060000e+00	9	9
7.060000e+00	10	9
7.060000e+00	11	10
7.060000e+00	12	11
7.060000e+00	13	11
7.060000e+00	14	13
7.060000e+00	15	13
7.060000e+00	16	16
7.060000e+00	17	17
7.060000e+00	18	18
7.060000e+00	19	19
7.060000e+00	20	20
7.060000e+00	21	21
7.060000e+00	22	22
7.060000e+00	23	23
7.060000e+00	24	24
7.060000e+00	25	25
7.060000e+00	26	26
7.060000e+00	27	27
7.060000e+00	28	28
7.060000e+00	29	29
7.070000e+00	0	0
7.070000e+00	1	1
7.070000e+00	2	2
7.070000e+00	3	4
7.070000e+00	4	4
7.070000e+00	5	6
7.070000e+00	6	7
7.070000e+00	7	8
7.070000e+00	8	9
7.070000e+00	9	9
7.070000e+00	10	9
7.070000e+00	11	10
7.070000e+00	12	11
7.070000e+00	13	11
7.070000e+00	14	13
7.070000e+00	15	13
7.070000e+00	16	16
7.070000e+00	17	17
7.070000e+00	18	18
7.070000e+00	19	19
7.070000e+00	20	20
7.070000e+00	21	21
7.070000e+00	22	22
7.070000e+00	23	23
7.070000e+00	24	24
7.070000e+00	25	25
7.070000e+00	26	26
7.070000e+00	27	27
7.070000e+00	28	28
7.070000e+00	29	29
7.080000e+00	0	0
7.080000e+00	1	1
7.080000e+00	2	2
7.080000e+00	3	4
7.080000e+00	4	4
7.080000e+00	5	6
7.080000e+00	6	7
7.080000e+00	7	8
7.080000e+00	8	9
7.080000e+00	9	9
7.080000e+00	10	9
7.080000e+00	11	10
7.080000e+00	12	11
7.080000e+00	13	11
7.080000e+00	14	13
7.080000e+00	15	13
7.080000e+00	16	16
7.080000e+00	17	17
7.080000e+00	18	18
7.080000e+00	19	19
7.080000e+00	20	20
7.080000e+00	21	21
7.080000e+00	22	22
7.080000e+00	23	23
7.080000e+00	24	24
7.080000e+00	25	25
7.080000e+00	26	26
7.080000e+00	27	27
7.080000e+00	28	28
7.080000e+00	29	29
7.090000e+00	0	0
7.090000e+00	1	1
7.090000e+00	2	2
7.090000e+00	3	4
7.090000e+00	4	4
7.090000e+00	5	6
7.090000e+00	6	7
7.090000e+00	7	8
7.090000e+00	8	9
7.090000e+00	9	9
7.090000e+00	10	9
7.090000e+00	11	10
7.090000e+00	12	11
7.090000e+00	13	11
7.090000e+00	14	13
7.090000e+00	15	13
7.090000e+00	16	16
7.090000e+00	17	17
7.090000e+00	18	18
7.090000e+00	19	19
7.090000e+00	20	20
7.090000e+00	21	21
7.090000e+00	22	22
7.090000e+00	23	23
7.090000e+00	24	24
7.090000e+00	25	25
7.090000e+00	26	26
7.090000e+00	27	27
7.090000e+00	28	28
7.090000e+00	29	29
7.100000e+00	0	0
7.100000e+00	1	1
7.100000e+00	2	2
7.100000e+00	3	4
7.100000e+00	4	4
7.100000e+00	5	6
7.100000e+00	6	7
7.100000e+00	7	8
7.100000e+00	8	9
7.100000e+00	9	9
7.100000e+00	10	9
7.100000e+00	11	10
7.100000e+00	12	11
7.100000e+00	13	11
7.100000e+00	14	13
7.100000e+00	15	13
7.100000e+00	16	16
7.100000e+00	17	17
7.100000e+00	18	18
7.100000e+00	19	19
7.100000e+00	20	20
7.100000e+00	21	21
7.100000e+00	22	22
7.100000e+00	23	23
7.100000e+00	24	24
7.100000e+00	25	25
7.100000e+00	26	26
7.100000e+00	27	27
7.100000e+00	28	28
7.100000e+00	29	29
7.110000e+00	0	0
7.110000e+00	1	1
7.110000e+00	2	2
7.110000e+00	3	4
7.110000e+00	4	4
7.110000e+00	5	6
7.110000e+00	6	7
7.110000e+00	7	8
7.110000e+00	8	9
7.110000e+00	9	9
7.110000e+00	10	9
7.110000e+00	11	10
7.110000e+00	12	11
7.110000e+00	13	11
7.110000e+00	14	13
7.110000e+00	15	13
7.110000e+00	16	16
7.110000e+00	17	17
7.110000e+00	18	18
7.110000e+00	19	19
7.110000e+00	20	20
7.110000e+00	21	21
7.110000e+00	22	22
7.110000e+00	23	23
7.110000e+00	24	24
7.110000e+00	25	25
7.110000e+00	26	26
7.110000e+00	27	27
7.110000e+00	28	28
7.110000e+00	29	29
7.120000e+00	0	0
7.120000e+00	1	1
7.120000e+00	2	2
7.120000e+00	3	4
7.120000e+00	4	4
7.120000e+00	5	6
7.120000e+00	6	7
7.120000e+00	7	8
7.120000e+00	8	9
7.120000e+00	9	9
7.120000e+00	10	9
7.120000e+00	11	10
7.120000e+00	12	11
7.120000e+00	13	11
7.120000e+00	14	13
7.120000e+00	15	13
7.120000e+00	16	16
7.120000e+00	17	17
7.120000e+00	18	18
7.120000e+00	19	19
7.120000e+00	20	20
7.120000e+00	21	21
7.120000e+00	22	22
7.120000e+00	23	23
7.120000e+00	24	24
7.120000e+00	25	25
7.120000e+00	26	26
7.120000e+00	27	27
7.120000e+00	28	28
7.120000e+00	29	29
7.130000e+00	0	0
7.130000e+00	1	1
7.130000e+00	2	2
7.130000e+00	3	4
7.130000e+00	4	4
7.130000e+00	5	6
7.130000e+00	6	7
7.130000e+00	7	8
7.130000e+00	8	9
7.130000e+00	9	9
7.130000e+00	10	9
7.130000e+00	11	10
7.130000e+00	12	11
7.130000e+00	13	11
7.130000e+00	14	13
7.130000e+00	15	13
7.130000e+00	16	16
7.130000e+00	17	17
7.130000e+00	18	18
7.130000e+00	19	19
7.130000e+00	20	20
7.130000e+00	21	21
7.130000e+00	22	22
7.130000e+00	23	23
7.130000e+00	24	24
7.130000e+00	25	25
7.130000e+00	26	26
7.130000e+00	27	27
7.130000e+00	28	28
7.130000e+00	29	29
7.140000e+00	0	0
7.140000e+00	1	1
7.140000e+00	2	2
7.140000e+00	3	4
7.140000e+00	4	4
7.140000e+00	5	6
7.140000e+00	6	7
7.140000e+00	7	8
7.140000e+00	8	9
7.140000e+00	9	9
7.140000e+00	10	9
7.140000e+00	11	10
7.140000e+00	12	11
7.140000e+00	13	11
7.140000e+00	14	13
7.140000e+00	15	13
7.140000e+00	16	16
7.140000e+00	17	17
7.140000e+00	18	18
7.140000e+00	19	19
7.140000e+00	20	20
7.140000e+00	21	21
7.140000e+00	22	22
7.140000e+00	23	23
7.140000e+00	24	24
7.140000e+00	25	25
7.140000e+00	26	26
7.140000e+00	27	27
7.140000e+00	28	28
7.140000e+00	29	29
7.150000e+00	0	0
7.150000e+00	1	1
7.150000e+00	2	2
7.150000e+00	3	4
7.150000e+00	4	4
7.150000e+00	5	6
7.150000e+00	6	7
7.150000e+00	7	8
7.150000e+00	8	9
7.150000e+00	9	9
7.150000e+00	10	9
7.150000e+00	11	10
7.150000e+00	12	11
7.150000e+00	13	11
7.150000e+00	14	13
7.150000e+00	15	13
7.150000e+00	16	16
7.150000e+00	17	17
7.150000e+00	18	18
7.150000e+00	19	19
7.150000e+00	20	20
7.150000e+00	21	21
7.150000e+00	22	22
7.150000e+00	23	23
7.150000e+00	24	24
7.150000e+00	25	25
7.150000e+00	26	26
7.150000e+00	27	27
7.150000e+00	28	28
7.150000e+00	29	29
7.160000e+00	0	0
7.160000e+00	1	1
7.160000e+00	2	2
7.160000e+00	3	4
7.160000e+00	4	4
7.160000e+00	5	6
7.160000e+00	6	7
7.160000e+00	7	8
7.160000e+00	8	9
7.160000e+00	9	9
7.160000e+00	10	9
7.160000e+00	11	10
7.160000e+00	12	11
7.160000e+00	13	11
7.160000e+00	14	13
7.160000e+00	15	13
7.160000e+00	16	16
7.160000e+00	17	17
7.160000e+00	18	18
7.160000e+00	19	19
7.160000e+00	20	20
7.160000e+00	21	21
7.160000e+00	22	22
7.160000e+00	23	23
7.160000e+00	24	24
7.160000e+00	25	25
7.160000e+00	26	26
7.160000e+00	27	27
7.160000e+00	28	28
7.160000e+00	29	29
7.170000e+00	0	0
7.170000e+00	1	1
7.170000e+00	2	2
7.170000e+00	3	4
7.170000e+00	4	4
7.170000e+00	5	6
7.170000e+00	6	7
7.170000e+00	7	8
7.170000e+00	8	9
7.170000e+00	9	9
7.170000e+00	10	9
7.170000e+00	11	10
7.170000e+00	12	11
7.170000e+00	13	11
7.170000e+00	14	13
7.170000e+00	15	13
7.170000e+00	16	16
7.170000e+00	17	17
7.170000e+00	18	18
7.170000e+00	19	19
7.170000e+00	20	20
7.170000e+00	21	21
7.170000e+00	22	22
7.170000e+00	23	23
7.170000e+00	24	24
7.170000e+00	25	25
7.170000e+00	26	26
7.170000e+00	27	27
7.170000e+00	28	28
7.170000e+00	29	29
7.180000e+00	0	0
7.180000e+00	1	1
7.180000e+00	2	2
7.180000e+00	3	4
7.180000e+00	4	4
7.180000e+00	5	6
7.180000e+00	6	7
7.180000e+00	7	8
7.180000e+00	8	9
7.180000e+00	9	9
7.180000e+00	10	9
7.180000e+00	11	10
7.180000e+00	12	11
7.180000e+00	13	11
7.180000e+00	14	13
7.180000e+00	15	13
7.180000e+00	16	16
7.180000e+00	17	17
7.180000e+00	18	18
7.180000e+00	19	19
7.180000e+00	20	20
7.180000e+00	21	21
7.180000e+00	22	22
7.180000e+00	23	23
7.180000e+00	24	24
7.180000e+00	25	25
7.180000e+00	26	26
7.180000e+00	27	27
7.180000e+00	28	28
7.180000e+00	29	29
7.190000e+00	0	0
7.190000e+00	1	1
7.190000e+00	2	2
7.190000e+00	3	4
7.190000e+00	4	4
7.190000e+00	5	6
7.190000e+00	6	7
7.190000e+00	7	8
7.190000e+00	8	9
7.190000e+00	9	9
7.190000e+00	10	9
7.190000e+00	11	10
7.190000e+00	12	11
7.190000e+00	13	11
7.190000e+00	14	13
7.190000e+00	15	13
7.190000e+00	16	16
7.190000e+00	17	17
7.190000e+00	18	18
7.190000e+00	19	19
7.190000e+00	20	20
7.190000e+00	21	21
7.190000e+00	22	22
7.190000e+00	23	23
7.190000e+00	24	24
7.190000e+00	25	25
7.190000e+00	26	26
7.190000e+00	27	27
7.190000e+00	28	28
7.190000e+00	29	29
7.200000e+00	0	0
7.200000e+00	1	1
7.200000e+00	2	2
7.200000e+00	3	4
7.200000e+00	4	4
7.200000e+00	5	6
7.200000e+00	6	7
7.200000e+00	7	8
7.200000e+00	8	9
7.200000e+00	9	9
7.200000e+00	10	9
7.200000e+00	11	10
7.200000e+00	12	11
7.200000e+00	13	11
7.200000e+00	14	13
7.200000e+00	15	13
7.200000e+00	16	16
7.200000e+00	17	17
7.200000e+00	18	18
7.200000e+00	19	19
7.200000e+00	20	20
7.200000e+00	21	21
7.200000e+00	22	22
7.200000e+00	23	23
7.200000e+00	24	24
7.200000e+00	25	25
7.200000e+00	26	26
7.200000e+00	27	27
7.200000e+00	28	28
7.200000e+00	29	29
7.210000e+00	0	0
7.210000e+00	1	1
7.210000e+00	2	2
7.210000e+00	3	4
7.210000e+00	4	4
7.210000e+00	5	6
7.210000e+00	6	7
7.210000e+00	7	8
7.210000e+00	8	9
7.210000e+00	9	9
7.210000e+00	10	9
7.210000e+00	11	10
7.210000e+00	12	11
7.210000e+00	13	11
7.210000e+00	14	13
7.210000e+00	15	13
7.210000e+00	16	16
7.210000e+00	17	17
7.210000e+00	18	18
7.210000e+00	19	19
7.210000e+00	20	20
7.210000e+00	21	21
7.210000e+00	22	22
7.210000e+00	23	23
