# tform	zone_origin	zone_final
1.720000e+00	25	25
1.720000e+00	26	26
1.720000e+00	27	27
1.720000e+00	28	28
1.720000e+00	29	29
1.730000e+00	0	1
1.730000e+00	1	1
1.730000e+00	2	1
1.730000e+00	3	1
1.730000e+00	4	3
1.730000e+00	5	2
1.730000e+00	6	3
1.730000e+00	7	3
1.730000e+00	8	5
1.730000e+00	9	6
1.730000e+00	10	11
1.730000e+00	11	9
1.730000e+00	12	3
1.730000e+00	13	2
1.730000e+00	14	14
1.730000e+00	15	14
1.730000e+00	16	16
1.730000e+00	17	17
1.730000e+00	18	18
1.730000e+00	19	19
1.730000e+00	20	20
1.730000e+00	21	21
1.730000e+00	22	22
1.730000e+00	23	23
1.730000e+00	24	24
1.730000e+00	25	25
1.730000e+00	26	26
1.730000e+00	27	27
1.730000e+00	28	28
1.730000e+00	29	29
1.740000e+00	0	1
1.740000e+00	1	1
1.740000e+00	2	1
1.740000e+00	3	1
1.740000e+00	4	3
1.740000e+00	5	2
1.740000e+00	6	3
1.740000e+00	7	3
1.740000e+00	8	5
1.740000e+00	9	6
1.740000e+00	10	11
1.740000e+00	11	9
1.740000e+00	12	3
1.740000e+00	13	2
1.740000e+00	14	14
1.740000e+00	15	14
1.740000e+00	16	16
1.740000e+00	17	17
1.740000e+00	18	18
1.740000e+00	19	19
1.740000e+00	20	20
1.740000e+00	21	21
1.740000e+00	22	22
1.740000e+00	23	23
1.740000e+00	24	24
1.740000e+00	25	25
1.740000e+00	26	26
1.740000e+00	27	27
1.740000e+00	28	28
1.740000e+00	29	29
1.750000e+00	0	1
1.750000e+00	1	1
1.750000e+00	2	1
1.750000e+00	3	1
1.750000e+00	4	3
1.750000e+00	5	2
1.750000e+00	6	3
1.750000e+00	7	3
1.750000e+00	8	5
1.750000e+00	9	6
1.750000e+00	10	11
1.750000e+00	11	9
1.750000e+00	12	3
1.750000e+00	13	2
1.750000e+00	14	14
1.750000e+00	15	14
1.750000e+00	16	16
1.750000e+00	17	17
1.750000e+00	18	18
1.750000e+00	19	19
1.750000e+00	20	20
1.750000e+00	21	21
1.750000e+00	22	22
1.750000e+00	23	23
1.750000e+00	24	24
1.750000e+00	25	25
1.750000e+00	26	26
1.750000e+00	27	27
1.750000e+00	28	28
1.750000e+00	29	29
1.760000e+00	0	1
1.760000e+00	1	1
1.760000e+00	2	1
1.760000e+00	3	1
1.760000e+00	4	3
1.760000e+00	5	2
1.760000e+00	6	3
1.760000e+00	7	3
1.760000e+00	8	5
1.760000e+00	9	6
1.760000e+00	10	11
1.760000e+00	11	9
1.760000e+00	12	3
1.760000e+00	13	2
1.760000e+00	14	14
1.760000e+00	15	14
1.760000e+00	16	16
1.760000e+00	17	17
1.760000e+00	18	18
1.760000e+00	19	19
1.760000e+00	20	20
1.760000e+00	21	21
1.760000e+00	22	22
1.760000e+00	23	23
1.760000e+00	24	24
1.760000e+00	25	25
1.760000e+00	26	26
1.760000e+00	27	27
1.760000e+00	28	28
1.760000e+00	29	29
1.770000e+00	0	1
1.770000e+00	1	1
1.770000e+00	2	1
1.770000e+00	3	1
1.770000e+00	4	3
1.770000e+00	5	2
1.770000e+00	6	3
1.770000e+00	7	3
1.770000e+00	8	5
1.770000e+00	9	6
1.770000e+00	10	11
1.770000e+00	11	9
1.770000e+00	12	3
1.770000e+00	13	2
1.770000e+00	14	14
1.770000e+00	15	14
1.770000e+00	16	16
1.770000e+00	17	17
1.770000e+00	18	18
1.770000e+00	19	19
1.770000e+00	20	20
1.770000e+00	21	21
1.770000e+00	22	22
1.770000e+00	23	23
1.770000e+00	24	24
1.770000e+00	25	25
1.770000e+00	26	26
1.770000e+00	27	27
1.770000e+00	28	28
1.770000e+00	29	29
1.780000e+00	0	1
1.780000e+00	1	1
1.780000e+00	2	1
1.780000e+00	3	1
1.780000e+00	4	3
1.780000e+00	5	2
1.780000e+00	6	3
1.780000e+00	7	3
1.780000e+00	8	5
1.780000e+00	9	6
1.780000e+00	10	11
1.780000e+00	11	9
1.780000e+00	12	3
1.780000e+00	13	2
1.780000e+00	14	14
1.780000e+00	15	14
1.780000e+00	16	16
1.780000e+00	17	17
1.780000e+00	18	18
1.780000e+00	19	19
1.780000e+00	20	20
1.780000e+00	21	21
1.780000e+00	22	22
1.780000e+00	23	23
1.780000e+00	24	24
1.780000e+00	25	25
1.780000e+00	26	26
1.780000e+00	27	27
1.780000e+00	28	28
1.780000e+00	29	29
1.790000e+00	0	1
1.790000e+00	1	1
1.790000e+00	2	1
1.790000e+00	3	1
1.790000e+00	4	3
1.790000e+00	5	2
1.790000e+00	6	3
1.790000e+00	7	3
1.790000e+00	8	5
1.790000e+00	9	6
1.790000e+00	10	11
1.790000e+00	11	9
1.790000e+00	12	3
1.790000e+00	13	2
1.790000e+00	14	14
1.790000e+00	15	14
1.790000e+00	16	16
1.790000e+00	17	17
1.790000e+00	18	18
1.790000e+00	19	19
1.790000e+00	20	20
1.790000e+00	21	21
1.790000e+00	22	22
1.790000e+00	23	23
1.790000e+00	24	24
1.790000e+00	25	25
1.790000e+00	26	26
1.790000e+00	27	27
1.790000e+00	28	28
1.790000e+00	29	29
1.800000e+00	0	1
1.800000e+00	1	1
1.800000e+00	2	1
1.800000e+00	3	1
1.800000e+00	4	3
1.800000e+00	5	2
1.800000e+00	6	3
1.800000e+00	7	3
1.800000e+00	8	5
1.800000e+00	9	6
1.800000e+00	10	11
1.800000e+00	11	9
1.800000e+00	12	3
1.800000e+00	13	2
1.800000e+00	14	14
1.800000e+00	15	14
1.800000e+00	16	16
1.800000e+00	17	17
1.800000e+00	18	18
1.800000e+00	19	19
1.800000e+00	20	20
1.800000e+00	21	21
1.800000e+00	22	22
1.800000e+00	23	23
1.800000e+00	24	24
1.800000e+00	25	25
1.800000e+00	26	26
1.800000e+00	27	27
1.800000e+00	28	28
1.800000e+00	29	29
1.810000e+00	0	1
1.810000e+00	1	1
1.810000e+00	2	1
1.810000e+00	3	1
1.810000e+00	4	3
1.810000e+00	5	2
1.810000e+00	6	3
1.810000e+00	7	3
1.810000e+00	8	5
1.810000e+00	9	6
1.810000e+00	10	11
1.810000e+00	11	9
1.810000e+00	12	3
1.810000e+00	13	2
1.810000e+00	14	14
1.810000e+00	15	14
1.810000e+00	16	16
1.810000e+00	17	17
1.810000e+00	18	18
1.810000e+00	19	19
1.810000e+00	20	20
1.810000e+00	21	21
1.810000e+00	22	22
1.810000e+00	23	23
1.810000e+00	24	24
1.810000e+00	25	25
1.810000e+00	26	26
1.810000e+00	27	27
1.810000e+00	28	28
1.810000e+00	29	29
1.820000e+00	0	1
1.820000e+00	1	1
1.820000e+00	2	1
1.820000e+00	3	1
1.820000e+00	4	3
1.820000e+00	5	2
1.820000e+00	6	3
1.820000e+00	7	3
1.820000e+00	8	5
1.820000e+00	9	6
1.820000e+00	10	11
1.820000e+00	11	9
1.820000e+00	12	3
1.820000e+00	13	2
1.820000e+00	14	14
1.820000e+00	15	14
1.820000e+00	16	16
1.820000e+00	17	17
1.820000e+00	18	18
1.820000e+00	19	19
1.820000e+00	20	20
1.820000e+00	21	21
1.820000e+00	22	22
1.820000e+00	23	23
1.820000e+00	24	24
1.820000e+00	25	25
1.820000e+00	26	26
1.820000e+00	27	27
1.820000e+00	28	28
1.820000e+00	29	29
1.830000e+00	0	1
1.830000e+00	1	1
1.830000e+00	2	1
1.830000e+00	3	1
1.830000e+00	4	3
1.830000e+00	5	2
1.830000e+00	6	3
1.830000e+00	7	3
1.830000e+00	8	5
1.830000e+00	9	6
1.830000e+00	10	11
1.830000e+00	11	9
1.830000e+00	12	3
1.830000e+00	13	2
1.830000e+00	14	14
1.830000e+00	15	14
1.830000e+00	16	16
1.830000e+00	17	17
1.830000e+00	18	18
1.830000e+00	19	19
1.830000e+00	20	20
1.830000e+00	21	21
1.830000e+00	22	22
1.830000e+00	23	23
1.830000e+00	24	24
1.830000e+00	25	25
1.830000e+00	26	26
1.830000e+00	27	27
1.830000e+00	28	28
1.830000e+00	29	29
1.840000e+00	0	1
1.840000e+00	1	1
1.840000e+00	2	1
1.840000e+00	3	1
1.840000e+00	4	3
1.840000e+00	5	2
1.840000e+00	6	3
1.840000e+00	7	3
1.840000e+00	8	5
1.840000e+00	9	6
1.840000e+00	10	11
1.840000e+00	11	9
1.840000e+00	12	3
1.840000e+00	13	2
1.840000e+00	14	14
1.840000e+00	15	14
1.840000e+00	16	16
1.840000e+00	17	17
1.840000e+00	18	18
1.840000e+00	19	19
1.840000e+00	20	20
1.840000e+00	21	21
1.840000e+00	22	22
1.840000e+00	23	23
1.840000e+00	24	24
1.840000e+00	25	25
1.840000e+00	26	26
1.840000e+00	27	27
1.840000e+00	28	28
1.840000e+00	29	29
1.850000e+00	0	1
1.850000e+00	1	1
1.850000e+00	2	1
1.850000e+00	3	1
1.850000e+00	4	3
1.850000e+00	5	2
1.850000e+00	6	3
1.850000e+00	7	3
1.850000e+00	8	5
1.850000e+00	9	6
1.850000e+00	10	11
1.850000e+00	11	9
1.850000e+00	12	3
1.850000e+00	13	2
1.850000e+00	14	14
1.850000e+00	15	14
1.850000e+00	16	16
1.850000e+00	17	17
1.850000e+00	18	18
1.850000e+00	19	19
1.850000e+00	20	20
1.850000e+00	21	21
1.850000e+00	22	22
1.850000e+00	23	23
1.850000e+00	24	24
1.850000e+00	25	25
1.850000e+00	26	26
1.850000e+00	27	27
1.850000e+00	28	28
1.850000e+00	29	29
1.860000e+00	0	1
1.860000e+00	1	1
1.860000e+00	2	1
1.860000e+00	3	1
1.860000e+00	4	3
1.860000e+00	5	2
1.860000e+00	6	3
1.860000e+00	7	3
1.860000e+00	8	5
1.860000e+00	9	6
1.860000e+00	10	11
1.860000e+00	11	9
1.860000e+00	12	3
1.860000e+00	13	2
1.860000e+00	14	14
1.860000e+00	15	14
1.860000e+00	16	16
1.860000e+00	17	17
1.860000e+00	18	18
1.860000e+00	19	19
1.860000e+00	20	20
1.860000e+00	21	21
1.860000e+00	22	22
1.860000e+00	23	23
1.860000e+00	24	24
1.860000e+00	25	25
1.860000e+00	26	26
1.860000e+00	27	27
1.860000e+00	28	28
1.860000e+00	29	29
1.870000e+00	0	1
1.870000e+00	1	1
1.870000e+00	2	1
1.870000e+00	3	1
1.870000e+00	4	3
1.870000e+00	5	2
1.870000e+00	6	3
1.870000e+00	7	3
1.870000e+00	8	5
1.870000e+00	9	6
1.870000e+00	10	11
1.870000e+00	11	9
1.870000e+00	12	3
1.870000e+00	13	2
1.870000e+00	14	14
1.870000e+00	15	14
1.870000e+00	16	16
1.870000e+00	17	17
1.870000e+00	18	18
1.870000e+00	19	19
1.870000e+00	20	20
1.870000e+00	21	21
1.870000e+00	22	22
1.870000e+00	23	23
1.870000e+00	24	24
1.870000e+00	25	25
1.870000e+00	26	26
1.870000e+00	27	27
1.870000e+00	28	28
1.870000e+00	29	29
1.880000e+00	0	1
1.880000e+00	1	1
1.880000e+00	2	1
1.880000e+00	3	1
1.880000e+00	4	3
1.880000e+00	5	2
1.880000e+00	6	3
1.880000e+00	7	3
1.880000e+00	8	5
1.880000e+00	9	6
1.880000e+00	10	11
1.880000e+00	11	9
1.880000e+00	12	3
1.880000e+00	13	2
1.880000e+00	14	14
1.880000e+00	15	14
1.880000e+00	16	16
1.880000e+00	17	17
1.880000e+00	18	18
1.880000e+00	19	19
1.880000e+00	20	20
1.880000e+00	21	21
1.880000e+00	22	22
1.880000e+00	23	23
1.880000e+00	24	24
1.880000e+00	25	25
1.880000e+00	26	26
1.880000e+00	27	27
1.880000e+00	28	28
1.880000e+00	29	29
1.890000e+00	0	1
1.890000e+00	1	1
1.890000e+00	2	1
1.890000e+00	3	1
1.890000e+00	4	3
1.890000e+00	5	2
1.890000e+00	6	3
1.890000e+00	7	3
1.890000e+00	8	5
1.890000e+00	9	6
1.890000e+00	10	11
1.890000e+00	11	9
1.890000e+00	12	3
1.890000e+00	13	2
1.890000e+00	14	14
1.890000e+00	15	14
1.890000e+00	16	16
1.890000e+00	17	17
1.890000e+00	18	18
1.890000e+00	19	19
1.890000e+00	20	20
1.890000e+00	21	21
1.890000e+00	22	22
1.890000e+00	23	23
1.890000e+00	24	24
1.890000e+00	25	25
1.890000e+00	26	26
1.890000e+00	27	27
1.890000e+00	28	28
1.890000e+00	29	29
1.900000e+00	0	1
1.900000e+00	1	1
1.900000e+00	2	1
1.900000e+00	3	1
1.900000e+00	4	3
1.900000e+00	5	2
1.900000e+00	6	3
1.900000e+00	7	3
1.900000e+00	8	5
1.900000e+00	9	6
1.900000e+00	10	11
1.900000e+00	11	9
1.900000e+00	12	3
1.900000e+00	13	2
1.900000e+00	14	14
1.900000e+00	15	14
1.900000e+00	16	16
1.900000e+00	17	17
1.900000e+00	18	18
1.900000e+00	19	19
1.900000e+00	20	20
1.900000e+00	21	21
1.900000e+00	22	22
1.900000e+00	23	23
1.900000e+00	24	24
1.900000e+00	25	25
1.900000e+00	26	26
1.900000e+00	27	27
1.900000e+00	28	28
1.900000e+00	29	29
1.910000e+00	0	1
1.910000e+00	1	1
1.910000e+00	2	1
1.910000e+00	3	1
1.910000e+00	4	3
1.910000e+00	5	2
1.910000e+00	6	3
1.910000e+00	7	3
1.910000e+00	8	5
1.910000e+00	9	6
1.910000e+00	10	11
1.910000e+00	11	9
1.910000e+00	12	3
1.910000e+00	13	2
1.910000e+00	14	14
1.910000e+00	15	14
1.910000e+00	16	16
1.910000e+00	17	17
1.910000e+00	18	18
1.910000e+00	19	19
1.910000e+00	20	20
1.910000e+00	21	21
1.910000e+00	22	22
1.910000e+00	23	23
1.910000e+00	24	24
1.910000e+00	25	25
1.910000e+00	26	26
1.910000e+00	27	27
1.910000e+00	28	28
1.910000e+00	29	29
1.920000e+00	0	1
1.920000e+00	1	1
1.920000e+00	2	1
1.920000e+00	3	1
1.920000e+00	4	3
1.920000e+00	5	2
1.920000e+00	6	3
1.920000e+00	7	3
1.920000e+00	8	5
1.920000e+00	9	6
1.920000e+00	10	11
1.920000e+00	11	9
1.920000e+00	12	3
1.920000e+00	13	2
1.920000e+00	14	14
1.920000e+00	15	14
1.920000e+00	16	16
1.920000e+00	17	17
1.920000e+00	18	18
1.920000e+00	19	19
1.920000e+00	20	20
1.920000e+00	21	21
1.920000e+00	22	22
1.920000e+00	23	23
1.920000e+00	24	24
1.920000e+00	25	25
1.920000e+00	26	26
1.920000e+00	27	27
1.920000e+00	28	28
1.920000e+00	29	29
1.930000e+00	0	1
1.930000e+00	1	1
1.930000e+00	2	1
1.930000e+00	3	1
1.930000e+00	4	3
1.930000e+00	5	2
1.930000e+00	6	3
1.930000e+00	7	3
1.930000e+00	8	5
1.930000e+00	9	6
1.930000e+00	10	11
1.930000e+00	11	9
1.930000e+00	12	3
1.930000e+00	13	2
1.930000e+00	14	14
1.930000e+00	15	14
1.930000e+00	16	16
1.930000e+00	17	17
1.930000e+00	18	18
1.930000e+00	19	19
1.930000e+00	20	20
1.930000e+00	21	21
1.930000e+00	22	22
1.930000e+00	23	23
1.930000e+00	24	24
1.930000e+00	25	25
1.930000e+00	26	26
1.930000e+00	27	27
1.930000e+00	28	28
1.930000e+00	29	29
1.940000e+00	0	1
1.940000e+00	1	1
1.940000e+00	2	1
1.940000e+00	3	1
1.940000e+00	4	3
1.940000e+00	5	2
1.940000e+00	6	3
1.940000e+00	7	3
1.940000e+00	8	5
1.940000e+00	9	6
1.940000e+00	10	11
1.940000e+00	11	9
1.940000e+00	12	3
1.940000e+00	13	2
1.940000e+00	14	14
1.940000e+00	15	14
1.940000e+00	16	16
1.940000e+00	17	17
1.940000e+00	18	18
1.940000e+00	19	19
1.940000e+00	20	20
1.940000e+00	21	21
1.940000e+00	22	22
1.940000e+00	23	23
1.940000e+00	24	24
1.940000e+00	25	25
1.940000e+00	26	26
1.940000e+00	27	27
1.940000e+00	28	28
1.940000e+00	29	29
1.950000e+00	0	1
1.950000e+00	1	1
1.950000e+00	2	1
1.950000e+00	3	1
1.950000e+00	4	3
1.950000e+00	5	2
1.950000e+00	6	3
1.950000e+00	7	3
1.950000e+00	8	5
1.950000e+00	9	6
1.950000e+00	10	11
1.950000e+00	11	9
1.950000e+00	12	3
1.950000e+00	13	2
1.950000e+00	14	14
1.950000e+00	15	14
1.950000e+00	16	16
1.950000e+00	17	17
1.950000e+00	18	18
1.950000e+00	19	19
1.950000e+00	20	20
1.950000e+00	21	21
1.950000e+00	22	22
1.950000e+00	23	23
1.950000e+00	24	24
1.950000e+00	25	25
1.950000e+00	26	26
1.950000e+00	27	27
1.950000e+00	28	28
1.950000e+00	29	29
1.960000e+00	0	1
1.960000e+00	1	1
1.960000e+00	2	1
1.960000e+00	3	1
1.960000e+00	4	3
1.960000e+00	5	2
1.960000e+00	6	3
1.960000e+00	7	3
1.960000e+00	8	5
1.960000e+00	9	6
1.960000e+00	10	11
1.960000e+00	11	9
1.960000e+00	12	3
1.960000e+00	13	2
1.960000e+00	14	14
1.960000e+00	15	14
1.960000e+00	16	16
1.960000e+00	17	17
1.960000e+00	18	18
1.960000e+00	19	19
1.960000e+00	20	20
1.960000e+00	21	21
1.960000e+00	22	22
1.960000e+00	23	23
1.960000e+00	24	24
1.960000e+00	25	25
1.960000e+00	26	26
1.960000e+00	27	27
1.960000e+00	28	28
1.960000e+00	29	29
1.970000e+00	0	1
1.970000e+00	1	1
1.970000e+00	2	1
1.970000e+00	3	1
1.970000e+00	4	3
1.970000e+00	5	2
1.970000e+00	6	3
1.970000e+00	7	3
1.970000e+00	8	5
1.970000e+00	9	6
1.970000e+00	10	11
1.970000e+00	11	9
1.970000e+00	12	3
1.970000e+00	13	2
1.970000e+00	14	14
1.970000e+00	15	14
1.970000e+00	16	16
1.970000e+00	17	17
1.970000e+00	18	18
1.970000e+00	19	19
1.970000e+00	20	20
1.970000e+00	21	21
1.970000e+00	22	22
1.970000e+00	23	23
1.970000e+00	24	24
1.970000e+00	25	25
1.970000e+00	26	26
1.970000e+00	27	27
1.970000e+00	28	28
1.970000e+00	29	29
1.980000e+00	0	1
1.980000e+00	1	1
1.980000e+00	2	1
1.980000e+00	3	1
1.980000e+00	4	3
1.980000e+00	5	2
1.980000e+00	6	3
1.980000e+00	7	3
1.980000e+00	8	5
1.980000e+00	9	6
1.980000e+00	10	11
1.980000e+00	11	9
1.980000e+00	12	3
1.980000e+00	13	2
1.980000e+00	14	14
1.980000e+00	15	14
1.980000e+00	16	16
1.980000e+00	17	17
1.980000e+00	18	18
1.980000e+00	19	19
1.980000e+00	20	20
1.980000e+00	21	21
1.980000e+00	22	22
1.980000e+00	23	23
1.980000e+00	24	24
1.980000e+00	25	25
1.980000e+00	26	26
1.980000e+00	27	27
1.980000e+00	28	28
1.980000e+00	29	29
1.990000e+00	0	1
1.990000e+00	1	1
1.990000e+00	2	1
1.990000e+00	3	1
1.990000e+00	4	3
1.990000e+00	5	2
1.990000e+00	6	3
1.990000e+00	7	3
1.990000e+00	8	5
1.990000e+00	9	6
1.990000e+00	10	11
1.990000e+00	11	9
1.990000e+00	12	3
1.990000e+00	13	2
1.990000e+00	14	14
1.990000e+00	15	14
1.990000e+00	16	16
1.990000e+00	17	17
1.990000e+00	18	18
1.990000e+00	19	19
1.990000e+00	20	20
1.990000e+00	21	21
1.990000e+00	22	22
1.990000e+00	23	23
1.990000e+00	24	24
1.990000e+00	25	25
1.990000e+00	26	26
1.990000e+00	27	27
1.990000e+00	28	28
1.990000e+00	29	29
2.000000e+00	0	1
2.000000e+00	1	1
2.000000e+00	2	1
2.000000e+00	3	1
2.000000e+00	4	3
2.000000e+00	5	2
2.000000e+00	6	3
2.000000e+00	7	3
2.000000e+00	8	5
2.000000e+00	9	6
2.000000e+00	10	11
2.000000e+00	11	9
2.000000e+00	12	3
2.000000e+00	13	2
2.000000e+00	14	14
2.000000e+00	15	14
2.000000e+00	16	16
2.000000e+00	17	17
2.000000e+00	18	18
2.000000e+00	19	19
2.000000e+00	20	20
2.000000e+00	21	21
2.000000e+00	22	22
2.000000e+00	23	23
2.000000e+00	24	24
2.000000e+00	25	25
2.000000e+00	26	26
2.000000e+00	27	27
2.000000e+00	28	28
2.000000e+00	29	29
2.010000e+00	0	1
2.010000e+00	1	1
2.010000e+00	2	1
2.010000e+00	3	1
2.010000e+00	4	3
2.010000e+00	5	2
2.010000e+00	6	3
2.010000e+00	7	3
2.010000e+00	8	5
2.010000e+00	9	6
2.010000e+00	10	11
2.010000e+00	11	9
2.010000e+00	12	3
2.010000e+00	13	2
2.010000e+00	14	14
2.010000e+00	15	14
2.010000e+00	16	16
2.010000e+00	17	17
2.010000e+00	18	18
2.010000e+00	19	19
2.010000e+00	20	20
2.010000e+00	21	21
2.010000e+00	22	22
2.010000e+00	23	23
2.010000e+00	24	24
2.010000e+00	25	25
2.010000e+00	26	26
2.010000e+00	27	27
2.010000e+00	28	28
2.010000e+00	29	29
2.020000e+00	0	1
2.020000e+00	1	1
2.020000e+00	2	1
2.020000e+00	3	1
2.020000e+00	4	3
2.020000e+00	5	2
2.020000e+00	6	3
2.020000e+00	7	3
2.020000e+00	8	5
2.020000e+00	9	6
2.020000e+00	10	11
2.020000e+00	11	9
2.020000e+00	12	3
2.020000e+00	13	2
2.020000e+00	14	14
2.020000e+00	15	14
2.020000e+00	16	16
2.020000e+00	17	17
2.020000e+00	18	18
2.020000e+00	19	19
2.020000e+00	20	20
2.020000e+00	21	21
2.020000e+00	22	22
2.020000e+00	23	23
2.020000e+00	24	24
2.020000e+00	25	25
2.020000e+00	26	26
2.020000e+00	27	27
2.020000e+00	28	28
2.020000e+00	29	29
2.030000e+00	0	1
2.030000e+00	1	1
2.030000e+00	2	1
2.030000e+00	3	1
2.030000e+00	4	3
2.030000e+00	5	2
2.030000e+00	6	3
2.030000e+00	7	3
2.030000e+00	8	5
2.030000e+00	9	6
2.030000e+00	10	11
2.030000e+00	11	9
2.030000e+00	12	3
2.030000e+00	13	2
2.030000e+00	14	14
2.030000e+00	15	14
2.030000e+00	16	16
2.030000e+00	17	17
2.030000e+00	18	18
2.030000e+00	19	19
2.030000e+00	20	20
2.030000e+00	21	21
2.030000e+00	22	22
2.030000e+00	23	23
2.030000e+00	24	24
2.030000e+00	25	25
2.030000e+00	26	26
2.030000e+00	27	27
2.030000e+00	28	28
2.030000e+00	29	29
2.040000e+00	0	1
2.040000e+00	1	1
2.040000e+00	2	1
2.040000e+00	3	1
2.040000e+00	4	3
2.040000e+00	5	2
2.040000e+00	6	3
2.040000e+00	7	3
2.040000e+00	8	5
2.040000e+00	9	6
2.040000e+00	10	11
2.040000e+00	11	9
2.040000e+00	12	3
2.040000e+00	13	2
2.040000e+00	14	14
2.040000e+00	15	14
2.040000e+00	16	16
2.040000e+00	17	17
2.040000e+00	18	18
2.040000e+00	19	19
2.040000e+00	20	20
2.040000e+00	21	21
2.040000e+00	22	22
2.040000e+00	23	23
2.040000e+00	24	24
2.040000e+00	25	25
2.040000e+00	26	26
2.040000e+00	27	27
2.040000e+00	28	28
2.040000e+00	29	29
2.050000e+00	0	1
2.050000e+00	1	1
2.050000e+00	2	1
2.050000e+00	3	1
2.050000e+00	4	3
2.050000e+00	5	2
2.050000e+00	6	3
2.050000e+00	7	3
2.050000e+00	8	5
2.050000e+00	9	6
2.050000e+00	10	11
2.050000e+00	11	9
2.050000e+00	12	3
2.050000e+00	13	2
2.050000e+00	14	14
2.050000e+00	15	14
2.050000e+00	16	16
2.050000e+00	17	17
2.050000e+00	18	18
2.050000e+00	19	19
2.050000e+00	20	20
2.050000e+00	21	21
2.050000e+00	22	22
2.050000e+00	23	23
2.050000e+00	24	24
2.050000e+00	25	25
2.050000e+00	26	26
2.050000e+00	27	27
2.050000e+00	28	28
2.050000e+00	29	29
2.060000e+00	0	1
2.060000e+00	1	1
2.060000e+00	2	1
2.060000e+00	3	1
2.060000e+00	4	3
2.060000e+00	5	2
2.060000e+00	6	3
2.060000e+00	7	3
2.060000e+00	8	5
2.060000e+00	9	6
2.060000e+00	10	11
2.060000e+00	11	9
2.060000e+00	12	3
2.060000e+00	13	2
2.060000e+00	14	14
2.060000e+00	15	14
2.060000e+00	16	16
2.060000e+00	17	17
2.060000e+00	18	18
2.060000e+00	19	19
2.060000e+00	20	20
2.060000e+00	21	21
2.060000e+00	22	22
2.060000e+00	23	23
2.060000e+00	24	24
2.060000e+00	25	25
2.060000e+00	26	26
2.060000e+00	27	27
2.060000e+00	28	28
2.060000e+00	29	29
2.070000e+00	0	1
2.070000e+00	1	1
2.070000e+00	2	1
2.070000e+00	3	1
2.070000e+00	4	3
2.070000e+00	5	2
2.070000e+00	6	3
2.070000e+00	7	3
2.070000e+00	8	5
2.070000e+00	9	6
2.070000e+00	10	11
2.070000e+00	11	9
2.070000e+00	12	3
2.070000e+00	13	2
2.070000e+00	14	14
2.070000e+00	15	14
2.070000e+00	16	16
2.070000e+00	17	17
2.070000e+00	18	18
2.070000e+00	19	19
2.070000e+00	20	20
2.070000e+00	21	21
2.070000e+00	22	22
2.070000e+00	23	23
2.070000e+00	24	24
2.070000e+00	25	25
2.070000e+00	26	26
2.070000e+00	27	27
2.070000e+00	28	28
2.070000e+00	29	29
2.080000e+00	0	0
2.080000e+00	1	1
2.080000e+00	2	1
2.080000e+00	3	2
2.080000e+00	4	3
2.080000e+00	5	3
2.080000e+00	6	5
2.080000e+00	7	14
2.080000e+00	8	17
2.080000e+00	9	10
2.080000e+00	10	7
2.080000e+00	11	8
2.080000e+00	12	2
2.080000e+00	13	2
2.080000e+00	14	5
2.080000e+00	15	10
2.080000e+00	16	16
2.080000e+00	17	17
2.080000e+00	18	18
2.080000e+00	19	19
2.080000e+00	20	20
2.080000e+00	21	21
2.080000e+00	22	22
2.080000e+00	23	23
2.080000e+00	24	24
2.080000e+00	25	25
2.080000e+00	26	26
2.080000e+00	27	27
2.080000e+00	28	28
2.080000e+00	29	29
2.090000e+00	0	0
2.090000e+00	1	1
2.090000e+00	2	1
2.090000e+00	3	2
2.090000e+00	4	3
2.090000e+00	5	3
2.090000e+00	6	5
2.090000e+00	7	14
2.090000e+00	8	17
2.090000e+00	9	10
2.090000e+00	10	7
2.090000e+00	11	8
2.090000e+00	12	2
2.090000e+00	13	2
2.090000e+00	14	5
2.090000e+00	15	10
2.090000e+00	16	16
2.090000e+00	17	17
2.090000e+00	18	18
2.090000e+00	19	19
2.090000e+00	20	20
2.090000e+00	21	21
2.090000e+00	22	22
2.090000e+00	23	23
2.090000e+00	24	24
2.090000e+00	25	25
2.090000e+00	26	26
2.090000e+00	27	27
2.090000e+00	28	28
2.090000e+00	29	29
2.100000e+00	0	0
2.100000e+00	1	1
2.100000e+00	2	1
2.100000e+00	3	2
2.100000e+00	4	3
2.100000e+00	5	3
2.100000e+00	6	5
2.100000e+00	7	14
2.100000e+00	8	17
2.100000e+00	9	10
2.100000e+00	10	7
2.100000e+00	11	8
2.100000e+00	12	2
2.100000e+00	13	2
2.100000e+00	14	5
2.100000e+00	15	10
2.100000e+00	16	16
2.100000e+00	17	17
2.100000e+00	18	18
2.100000e+00	19	19
2.100000e+00	20	20
2.100000e+00	21	21
2.100000e+00	22	22
2.100000e+00	23	23
2.100000e+00	24	24
2.100000e+00	25	25
2.100000e+00	26	26
2.100000e+00	27	27
2.100000e+00	28	28
2.100000e+00	29	29
2.110000e+00	0	0
2.110000e+00	1	1
2.110000e+00	2	1
2.110000e+00	3	2
2.110000e+00	4	3
2.110000e+00	5	3
2.110000e+00	6	5
2.110000e+00	7	14
2.110000e+00	8	17
2.110000e+00	9	10
2.110000e+00	10	7
2.110000e+00	11	8
2.110000e+00	12	2
2.110000e+00	13	2
2.110000e+00	14	5
2.110000e+00	15	10
2.110000e+00	16	16
2.110000e+00	17	17
2.110000e+00	18	18
2.110000e+00	19	19
